DrugID	DrugName	SMILES
SmallMolecule_181	Buprenorphine	C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)(C(C)(C)C)O
SmallMolecule_182	Bupropion	CC(C(=O)c1cccc(c1)Cl)NC(C)(C)C
SmallMolecule_183	Buserelin	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O
SmallMolecule_184	Buspirone	c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O
SmallMolecule_185	Busulfex	CS(=O)(=O)OCCCCOS(=O)(=O)C
SmallMolecule_186	Butenafine	CC(C)(C)c1ccc(cc1)CN(C)Cc2cccc3c2cccc3
SmallMolecule_187	Butorphanol	c1cc2c(cc1O)[C@@]34CCCC[C@]3([C@@H](C2)N(CC4)CC5CCC5)O.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O
SmallMolecule_188	Butylphthalide	CCCCC1c2ccccc2C(=O)O1
SmallMolecule_189	Cabazitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)OC)C)OC
SmallMolecule_190	Cabergoline	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(c[nH]4)C[C@H]2N(C1)CC=C
SmallMolecule_191	Cabotegravir	C[C@H]1CO[C@H]2N1C(=O)c3c(c(=O)c(cn3C2)C(=O)NCc4ccc(cc4F)F)[O-].[Na+]
SmallMolecule_192	Cabozantinib	COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F.C([C@@H](C(=O)O)O)C(=O)O
SmallMolecule_193	Caffeine	Cn1cnc2c1c(=O)n(c(=O)n2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
SmallMolecule_194	Calcifediol	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
SmallMolecule_195	Calcipotriol	C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
SmallMolecule_196	Calcitriol	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
SmallMolecule_197	Calcium	CC(CC(CC(CC(CC(C)C(=O)O)C(=O)O)CC(C(CC(CC(CC(C)C(=O)O)C(=O)O)CC(CC(C)C(=O)O)C(=O)O)O)O)C(=O)O)C(=O)O.[CaH2].[CaH2].[CaH2].[CaH2]
SmallMolecule_198	Camostat	CN(C)C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c2ccc(cc2)NC(=N)N.CS(=O)(=O)O
SmallMolecule_199	Canagliflozin	Cc1ccc(cc1Cc2ccc(s2)c3ccc(cc3)F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
SmallMolecule_200	Candesartan	CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5)C(=O)O
SmallMolecule_201	Cangrelor	CSCCNc1c2c(nc(n1)SCCC(F)(F)F)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O
SmallMolecule_202	Cannabidiol	CCCCCc1cc(c(c(c1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O
SmallMolecule_203	Capecitabine	CCCCCOC(=O)Nc1c(cn(c(=O)n1)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O)F
SmallMolecule_204	Capmatinib	CNC(=O)c1ccc(cc1F)c2cnc3ncc(n3n2)Cc4ccc5c(c4)cccn5
SmallMolecule_205	Capsaicin	CC(C)/C=C/CCCCC(=O)NCc1ccc(c(c1)OC)O
SmallMolecule_206	Captopril	C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
SmallMolecule_207	Carbamazepine	c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N
SmallMolecule_208	Carbinoxamine	CN(C)CCOC(c1ccc(cc1)Cl)c2ccccn2
SmallMolecule_209	Carbocysteine	C([C@@H](C(=O)O)N)SCC(=O)O
SmallMolecule_210	Carboplatin	C1CC2(C1)C(=O)O[Pt]OC2=O.N.N
SmallMolecule_211	Carglumic	C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N
SmallMolecule_212	Cariprazine	CN(C(=O)N[C@H]1CC[C@@H](CC1)CCN2CCN(CC2)c3c(c(ccc3)Cl)Cl)C
SmallMolecule_213	Carteolol	CC(C)(C)NCC(COc1cccc2c1CCC(=O)N2)O.Cl
SmallMolecule_214	Carumonam	c1c(nc(s1)N)/C(=N/OCC(=O)O)/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)O)COC(=O)N
SmallMolecule_215	Carvedilol	COc1ccccc1OCCNCC(COc2cccc3c2c4ccccc4[nH]3)O
SmallMolecule_216	Caspofungin	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](c4ccc(cc4)O)O)O)[C@@H](CCN)O)O)NCCN)O
SmallMolecule_217	Catequentinib	Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC
SmallMolecule_218	Caz104	CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-].C1C[C@@H]([N@@]2C[C@H]1N(C2=O)OS(=O)(=O)[O-])C(=O)N.[Na+]
SmallMolecule_219	Cefaclor	c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cl)C(=O)O)N
SmallMolecule_220	Cefadroxil	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O
SmallMolecule_221	Cefathiamidine	CC(C)N/C(=N\C(C)C)/SCC(=O)N[C@H]1[C@@H]2N(C1=O)C(=C(CS2)COC(=O)C)C(=O)O
SmallMolecule_222	Cefazolin	Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)[O-].O.O.O.O.O.[Na+]
SmallMolecule_223	Cefcapene	CC/C=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C.Cl
SmallMolecule_224	Cefdinir	C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/c3csc(n3)N)SC1)C(=O)O
SmallMolecule_225	Cefditoren	Cc1c(scn1)/C=C\C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)OCOC(=O)C(C)(C)C
SmallMolecule_226	Cefepime	C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O.O.Cl.[Cl-]
SmallMolecule_227	Cefetamet	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)OCOC(=O)C(C)(C)C.Cl
SmallMolecule_228	Cefiderocol	Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)[O-].CC(O/N=C(\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C[N+]3(CCCC3)CCNC(=O)c4c(c(c(cc4)O)O)Cl)/c5nc(sc5)N)(C(=O)O)C.CC(O/N=C(\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C[N+]3(CCCC3)CCNC(=O)c4c(c(c(cc4)O)O)Cl)/c5nc(sc5)N)(C(=O)O)C.CC(O/N=C(\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C[N+]3(CCCC3)CCNC(=O)c4c(c(c(cc4)O)O)Cl)/c5nc(sc5)N)(C(=O)O)C.O.[O-]S(=O)(=O)[O-]
SmallMolecule_229	Cefminox	Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)O)N)OC)SC2)C(=O)O
SmallMolecule_230	Cefoselis	CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cn4ccc(=N)n4CCO)C(=O)O.OS(=O)(=O)O
SmallMolecule_231	Cefotaxime	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)O
SmallMolecule_232	Cefotiam	CN(C)CCn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4csc(n4)N)SC2)C(=O)O
SmallMolecule_233	Cefozopran	CO/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccn5c4cccn5)C(=O)[O-]
SmallMolecule_234	Cefpirome	CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4cccc5c4CCC5)C(=O)[O-]
SmallMolecule_235	Cefpodoxime	CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/c3csc(n3)N)COC
SmallMolecule_236	Cefprozil	C/C=C\C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O
SmallMolecule_237	Ceftaroline	CCO/N=C(/c1nc(sn1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-]
SmallMolecule_238	Ceftazidime	CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-]
SmallMolecule_239	Ceftibuten	c1c(nc(s1)N)/C(=C/CC(=O)O)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O
SmallMolecule_240	Ceftobiprole	Cc1c(oc(=O)o1)COC(=O)N2CC[C@H](C2)N3CC/C(=C\C4=C(N5[C@@H]([C@@H](C5=O)NC(=O)/C(=N\O)/c6nc(sn6)N)SC4)C(=O)O)/C3=O
SmallMolecule_241	Ceftriaxone	Cn1c(nc(=O)c(=O)[nH]1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O
SmallMolecule_242	Cefuroxime	CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
SmallMolecule_243	Celecoxib	Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F
SmallMolecule_244	Celiprolol	CCN(CC)C(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)(C)C)O
SmallMolecule_245	Cenestin	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OS(=O)(=O)[O-].C[C@]12CC[C@@H]3c4ccc(cc4CC=C3[C@@H]1CCC2=O)OS(=O)(=O)[O-].[Na+].[Na+]
SmallMolecule_246	Cenobamate	c1ccc(c(c1)[C@H](Cn2ncnn2)OC(=O)N)Cl
SmallMolecule_247	Centhaquin	Cc1cccc(c1)N2CCN(CC2)CCc3ccc4ccccc4n3
SmallMolecule_248	Ceritinib	Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl
SmallMolecule_249	Cetirizine	c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O
SmallMolecule_250	Cetraxate	c1c(ccc(c1)OC(=O)[C@H]2CC[C@@H](CC2)CN)CCC(=O)O
SmallMolecule_251	Cevimeline	C[C@H]1SC[C@@]2(O1)[C@H]3CCN(C2)CC3
SmallMolecule_252	Chenodeoxycholic	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
SmallMolecule_253	Chlorhexidine	c1cc(ccc1NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(cc2)Cl)Cl.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
SmallMolecule_254	Chloroxoquinoline	c1cc2c(=O)cc[nH]c2cc1Cl
SmallMolecule_255	Cholic	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
SmallMolecule_256	Choline	CC(C)(C(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl.C[N+](C)(C)CCO
SmallMolecule_257	Ciclesonide	CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6
SmallMolecule_258	Ciclopirox	Cc1cc(n(c(=O)c1)O)C2CCCCC2
SmallMolecule_259	Cidofovir	c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)(O)O
SmallMolecule_260	Cilazapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O
SmallMolecule_261	Cilnidipine	CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/c2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OCCOC
SmallMolecule_262	Cilostazol	c1cc2c(cc1OCCCCc3nnnn3C4CCCCC4)CCC(=O)N2
SmallMolecule_263	Cimetidine	Cc1c(nc[nH]1)CSCCN/C(=N\C#N)/NC
SmallMolecule_264	Cinacalcet	C[C@H](c1cccc2c1cccc2)NCCCc3cccc(c3)C(F)(F)F
SmallMolecule_265	Cinepazide	COc1cc(cc(c1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=C\C(=O)O)\C(=O)O
SmallMolecule_266	Cinitapride	CCOc1cc(c(cc1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
SmallMolecule_267	Cipepofol	C[C@@H](c1cccc(c1O)C(C)C)C2CC2
SmallMolecule_268	Ciprofibrate	CC(C)(C(=O)O)Oc1ccc(cc1)C2CC2(Cl)Cl
SmallMolecule_269	Ciprofloxacin	c1c2c(cc(c1F)N3CCNCC3)n(cc(c2=O)C(=O)O)C4CC4
SmallMolecule_270	Cisatracurium	C[N@@+]1(CCc2cc(c(cc2[C@H]1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCc5cc(c(cc5[C@H]4Cc6ccc(c(c6)OC)OC)OC)OC)C.c1ccc(cc1)S(=O)(=O)[O-].c1ccc(cc1)S(=O)(=O)[O-]
SmallMolecule_271	Cisplatin	N.N.Cl[Pt]Cl
SmallMolecule_272	Citalopram	CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F.Br
SmallMolecule_273	Citicoline	C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2ccc(nc2=O)N)O)O
SmallMolecule_274	Cladribine	c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)Cl)N
SmallMolecule_275	Clarithromycin	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
SmallMolecule_276	Clascoterone	CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO
SmallMolecule_277	Clevidipine	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C
SmallMolecule_278	Clevudine	Cc1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F
SmallMolecule_279	Clindamycin	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl
SmallMolecule_280	Clobazam	CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl
SmallMolecule_281	Clobetasol	CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
SmallMolecule_282	Clodronic	C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
SmallMolecule_283	Clofarabine	c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
SmallMolecule_284	Clomethiazole	Cc1c(scn1)CCCl.Cc1c(scn1)CCCl.C(CS(=O)(=O)O)S(=O)(=O)O
SmallMolecule_285	Clomipramine	CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl
SmallMolecule_286	Clonazepam	c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl
SmallMolecule_287	Clonidine	c1cc(c(c(c1)Cl)NC2=NCCN2)Cl
SmallMolecule_288	Clopidogrel	CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C.COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2
SmallMolecule_289	Clozapine	CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl
SmallMolecule_290	Cobicistat	CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5
SmallMolecule_291	Cobimetinib	c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O
SmallMolecule_292	Coblopasvir	CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]cc(n2)c3ccc(cc3)c4ccc(c5c4OCO5)c6c[nH]c(n6)[C@@H]7CCCN7C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.Cl.Cl
SmallMolecule_293	Colchicine	CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC
SmallMolecule_294	Colforsin	CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)OC(=O)CCN(C)C
SmallMolecule_295	Colfosceril	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
SmallMolecule_296	Colistimethate	CC[C@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])[C@@H](C)O.[Na+].[Na+].[Na+].[Na+].[Na+]
SmallMolecule_297	Conivaptan	Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6
SmallMolecule_298	Copanlisib	COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5.Cl.Cl
SmallMolecule_299	Crisaborole	B1(c2ccc(cc2CO1)Oc3ccc(cc3)C#N)O
SmallMolecule_300	Crizotinib	C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4
SmallMolecule_301	Cyanocobalamin	Cc1cc2c(cc1C)n(cn2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\N5[Co+]C#N)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O
SmallMolecule_302	Cyclizine	CC(C(=O)O)O.CN1CCN(CC1)C(c2ccccc2)c3ccccc3
SmallMolecule_303	Cyclobenzaprine	CN(C)CCC=C1c2ccccc2C=Cc3c1cccc3
SmallMolecule_304	Cyclophosphamide	C1CNP(=O)(OC1)N(CCCl)CCCl.O
SmallMolecule_305	Cyproterone	CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O
SmallMolecule_306	Cytarabine	CCCCCCCCCCCCCCCCCCOP(=O)(O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)n2ccc(nc2=O)N)O)O
SmallMolecule_307	Dabigatran	CCCCCCOC(=O)/N=C(\c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)/N.CS(=O)(=O)O
SmallMolecule_308	Dabrafenib	CC(C)(C)c1nc(c(s1)c2ccnc(n2)N)c3cccc(c3F)NS(=O)(=O)c4c(cccc4F)F
SmallMolecule_309	Daclatasvir	CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]c(cn2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
SmallMolecule_310	Dacomitinib	COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F
SmallMolecule_311	Dalbavancin	CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc2c3cc4cc2Oc5ccc(cc5Cl)[C@H]([C@H]6C(=O)N[C@@H](c7cc(cc(c7-c8cc(ccc8O)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9c1cc(cc(c1Cl)O)Oc1cc(ccc1O)[C@H](C(=O)N[C@H](Cc1ccc(cc1)O3)C(=O)N9)NC)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)NCCCN(C)C)O)C(=O)O)O)O
SmallMolecule_312	Dantrolene	c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)[N-]C3=O)[N+](=O)[O-].O.[Na+]
SmallMolecule_313	Dapagliflozin	CCOc1ccc(cc1)Cc2cc(ccc2Cl)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
SmallMolecule_314	Dapiprazole	Cc1ccccc1N2CCN(CC2)CCc3nnc4n3CCCC4
SmallMolecule_315	Dapoxetine	CN(C)[C@@H](CCOc1cccc2c1cccc2)c3ccccc3
SmallMolecule_316	Daprodustat	C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O
SmallMolecule_317	Dapsone	c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N
SmallMolecule_318	Darifenacin	c1ccc(cc1)C(c2ccccc2)([C@@H]3CCN(C3)CCc4ccc5c(c4)CCO5)C(=O)N
SmallMolecule_319	Darolutamide	C[C@@H](Cn1ccc(n1)c2ccc(c(c2)Cl)C#N)NC(=O)c3cc([nH]n3)C(C)O
SmallMolecule_320	Darunavir	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N
SmallMolecule_321	Dasabuvir	CC(C)(C)c1cc(cc(c1OC)c2ccc3cc(ccc3c2)NS(=O)(=O)C)n4ccc(=O)[nH]c4=O
SmallMolecule_322	Dasatinib	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl
SmallMolecule_323	Daunoxome	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O
SmallMolecule_324	Decitabine	c1nc(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N
SmallMolecule_325	Deferasirox	c1ccc(c(c1)c2nc(n(n2)c3ccc(cc3)C(=O)O)c4ccccc4O)O
SmallMolecule_326	Deferiprone	Cc1c(c(=O)ccn1C)O
SmallMolecule_327	Deferoxamine	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O
SmallMolecule_328	Deflazacort	CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C
SmallMolecule_329	Delafloxacin	c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)c4c(cc(c(n4)N)F)F
SmallMolecule_330	Delamanid	C[C@@]1(Cn2cc(nc2O1)[N+](=O)[O-])COc3ccc(cc3)N4CCC(CC4)Oc5ccc(cc5)OC(F)(F)F
SmallMolecule_331	Delapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C2Cc3ccccc3C2
SmallMolecule_332	Delavirdine	CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(ccc4[nH]3)NS(=O)(=O)C
SmallMolecule_333	Delgocitinib	C[C@H]1CN([C@]12CCN(C2)c3c4cc[nH]c4ncn3)C(=O)CC#N
SmallMolecule_334	Depoxythilone	Cc1nc(cs1)/C=C(\C)/[C@@H]2C/C=C(\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)/C
