smiles_list,Drug_ID,Drug Name
c1c(nc(s1)N)/C(=N/OCC(=O)O)/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)O)COC(=O)N,SmallMolecule_214,Carumonam
COc1ccccc1OCCNCC(COc2cccc3c2c4ccccc4[nH]3)O,SmallMolecule_215,Carvedilol
Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC,SmallMolecule_217,Catequentinib
CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],SmallMolecule_218,Caz104
c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cl)C(=O)O)N,SmallMolecule_219,Cefaclor
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O,SmallMolecule_220,Cefadroxil
CC(C)N/C(=N\C(C)C)/SCC(=O)N[C@H]1[C@@H]2N(C1=O)C(=C(CS2)COC(=O)C)C(=O)O,SmallMolecule_221,Cefathiamidine
Cc1nnc(s1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cn4cnnn4)SC2)C(=O)[O-],SmallMolecule_222,Cefazolin
CC/C=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C,SmallMolecule_223,Cefcapene
C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/c3csc(n3)N)SC1)C(=O)O,SmallMolecule_224,Cefdinir
Cc1c(scn1)/C=C\C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,SmallMolecule_225,Cefditoren
C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,SmallMolecule_226,Cefepime
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)OCOC(=O)C(C)(C)C,SmallMolecule_227,Cefetamet
Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)O)N)OC)SC2)C(=O)O,SmallMolecule_229,Cefminox
CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Cn4ccc(=N)n4CCO)C(=O)O,SmallMolecule_230,Cefoselis
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/c3csc(n3)N)SC1)C(=O)O,SmallMolecule_231,Cefotaxime
CN(C)CCn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4csc(n4)N)SC2)C(=O)O,SmallMolecule_232,Cefotiam
CO/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccn5c4cccn5)C(=O)[O-],SmallMolecule_233,Cefozopran
CO/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4cccc5c4CCC5)C(=O)[O-],SmallMolecule_234,Cefpirome
CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/c3csc(n3)N)COC,SmallMolecule_235,Cefpodoxime
C/C=C\C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)N)SC1)C(=O)O,SmallMolecule_236,Cefprozil
CCO/N=C(/c1nc(sn1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],SmallMolecule_237,Ceftaroline
CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],SmallMolecule_238,Ceftazidime
c1c(nc(s1)N)/C(=C/CC(=O)O)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)O,SmallMolecule_239,Ceftibuten
Cc1c(oc(=O)o1)COC(=O)N2CC[C@H](C2)N3CC/C(=C\C4=C(N5[C@@H]([C@@H](C5=O)NC(=O)/C(=N\O)/c6nc(sn6)N)SC4)C(=O)O)/C3=O,SmallMolecule_240,Ceftobiprole
Cn1c(nc(=O)c(=O)[nH]1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)O,SmallMolecule_241,Ceftriaxone
CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,SmallMolecule_242,Cefuroxime
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,SmallMolecule_243,Celecoxib
CCN(CC)C(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)(C)C)O,SmallMolecule_244,Celiprolol
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OS(=O)(=O)[O-],SmallMolecule_245,Cenestin
c1ccc(c(c1)[C@H](Cn2ncnn2)OC(=O)N)Cl,SmallMolecule_246,Cenobamate
Cc1cccc(c1)N2CCN(CC2)CCc3ccc4ccccc4n3,SmallMolecule_247,Centhaquin
Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl,SmallMolecule_248,Ceritinib
c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O,SmallMolecule_249,Cetirizine
c1c(ccc(c1)OC(=O)[C@H]2CC[C@@H](CC2)CN)CCC(=O)O,SmallMolecule_250,Cetraxate
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,SmallMolecule_252,Chenodeoxycholic
c1cc(ccc1NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(cc2)Cl)Cl,SmallMolecule_253,Chlorhexidine
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,SmallMolecule_255,Cholic
CC(C)(C(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,SmallMolecule_256,Choline
CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,SmallMolecule_257,Ciclesonide
Cc1cc(n(c(=O)c1)O)C2CCCCC2,SmallMolecule_258,Ciclopirox
c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)(O)O,SmallMolecule_259,Cidofovir
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,SmallMolecule_260,Cilazapril
CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/c2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OCCOC,SmallMolecule_261,Cilnidipine
c1cc2c(cc1OCCCCc3nnnn3C4CCCCC4)CCC(=O)N2,SmallMolecule_262,Cilostazol
Cc1c(nc[nH]1)CSCCN/C(=N\C#N)/NC,SmallMolecule_263,Cimetidine
C[C@H](c1cccc2c1cccc2)NCCCc3cccc(c3)C(F)(F)F,SmallMolecule_264,Cinacalcet
COc1cc(cc(c1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3,SmallMolecule_265,Cinepazide
CCOc1cc(c(cc1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N,SmallMolecule_266,Cinitapride
C[C@@H](c1cccc(c1O)C(C)C)C2CC2,SmallMolecule_267,Cipepofol
CC(C)(C(=O)O)Oc1ccc(cc1)C2CC2(Cl)Cl,SmallMolecule_268,Ciprofibrate
c1c2c(cc(c1F)N3CCNCC3)n(cc(c2=O)C(=O)O)C4CC4,SmallMolecule_269,Ciprofloxacin
CN(C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,SmallMolecule_272,Citalopram
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2ccc(nc2=O)N)O)O,SmallMolecule_273,Citicoline
c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)Cl)N,SmallMolecule_274,Cladribine
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,SmallMolecule_275,Clarithromycin
CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO,SmallMolecule_276,Clascoterone
CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,SmallMolecule_277,Clevidipine
Cc1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F,SmallMolecule_278,Clevudine
CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,SmallMolecule_279,Clindamycin
CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl,SmallMolecule_280,Clobazam
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,SmallMolecule_281,Clobetasol
C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,SmallMolecule_282,Clodronic
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,SmallMolecule_283,Clofarabine
CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,SmallMolecule_285,Clomipramine
c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,SmallMolecule_286,Clonazepam
c1cc(c(c(c1)Cl)NC2=NCCN2)Cl,SmallMolecule_287,Clonidine
CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C,SmallMolecule_288,Clopidogrel
CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cccc4)Cl,SmallMolecule_289,Clozapine
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc4cncs4)Cc5ccccc5,SmallMolecule_290,Cobicistat
c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O,SmallMolecule_291,Cobimetinib
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]cc(n2)c3ccc(cc3)c4ccc(c5c4OCO5)c6c[nH]c(n6)[C@@H]7CCCN7C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_292,Coblopasvir
CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC,SmallMolecule_293,Colchicine
CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)OC(=O)CCN(C)C,SmallMolecule_294,Colforsin
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,SmallMolecule_295,Colfosceril
Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6,SmallMolecule_297,Conivaptan
COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5,SmallMolecule_298,Copanlisib
B1(c2ccc(cc2CO1)Oc3ccc(cc3)C#N)O,SmallMolecule_299,Crisaborole
C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4,SmallMolecule_300,Crizotinib
CN(C)CCC=C1c2ccccc2C=Cc3c1cccc3,SmallMolecule_303,Cyclobenzaprine
C1CNP(=O)(OC1)N(CCCl)CCCl,SmallMolecule_304,Cyclophosphamide
CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O,SmallMolecule_305,Cyproterone
CCCCCCCCCCCCCCCCCCOP(=O)(O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)n2ccc(nc2=O)N)O)O,SmallMolecule_306,Cytarabine
CCCCCCOC(=O)/N=C(\c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)/N,SmallMolecule_307,Dabigatran
CC(C)(C)c1nc(c(s1)c2ccnc(n2)N)c3cccc(c3F)NS(=O)(=O)c4c(cccc4F)F,SmallMolecule_308,Dabrafenib
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]c(cn2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_309,Daclatasvir
COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,SmallMolecule_310,Dacomitinib
c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)[N-]C3=O)[N+](=O)[O-],SmallMolecule_312,Dantrolene
CCOc1ccc(cc1)Cc2cc(ccc2Cl)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,SmallMolecule_313,Dapagliflozin
Cc1ccccc1N2CCN(CC2)CCc3nnc4n3CCCC4,SmallMolecule_314,Dapiprazole
CN(C)[C@@H](CCOc1cccc2c1cccc2)c3ccccc3,SmallMolecule_315,Dapoxetine
C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O,SmallMolecule_316,Daprodustat
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,SmallMolecule_317,Dapsone
c1ccc(cc1)C(c2ccccc2)([C@@H]3CCN(C3)CCc4ccc5c(c4)CCO5)C(=O)N,SmallMolecule_318,Darifenacin
C[C@@H](Cn1ccc(n1)c2ccc(c(c2)Cl)C#N)NC(=O)c3cc([nH]n3)C(C)O,SmallMolecule_319,Darolutamide
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,SmallMolecule_320,Darunavir
CC(C)(C)c1cc(cc(c1OC)c2ccc3cc(ccc3c2)NS(=O)(=O)C)n4ccc(=O)[nH]c4=O,SmallMolecule_321,Dasabuvir
Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,SmallMolecule_322,Dasatinib
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,SmallMolecule_323,Daunoxome
c1nc(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N,SmallMolecule_324,Decitabine
c1ccc(c(c1)c2nc(n(n2)c3ccc(cc3)C(=O)O)c4ccccc4O)O,SmallMolecule_325,Deferasirox
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,SmallMolecule_327,Deferoxamine
CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,SmallMolecule_328,Deflazacort
c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)c4c(cc(c(n4)N)F)F,SmallMolecule_329,Delafloxacin
C[C@@]1(Cn2cc(nc2O1)[N+](=O)[O-])COc3ccc(cc3)N4CCC(CC4)Oc5ccc(cc5)OC(F)(F)F,SmallMolecule_330,Delamanid
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C2Cc3ccccc3C2,SmallMolecule_331,Delapril
CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(ccc4[nH]3)NS(=O)(=O)C,SmallMolecule_332,Delavirdine
C[C@H]1CN([C@]12CCN(C2)c3c4cc[nH]c4ncn3)C(=O)CC#N,SmallMolecule_333,Delgocitinib
Cc1nc(cs1)/C=C(\C)/[C@@H]2C/C=C(\CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C)/C,SmallMolecule_334,Depoxythilone
CC(C)N(CC[C@H](c1ccccc1)c2cc(ccc2O)CO)C(C)C,SmallMolecule_335,Desfesoterodine
c1cc2c(nc1)C(=C3CCNCC3)c4ccc(cc4CC2)Cl,SmallMolecule_337,Desloratadine
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,SmallMolecule_339,Desogestrel
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,SmallMolecule_340,Desonide
CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O,SmallMolecule_341,Desvenlafaxine
[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]3CC(=O)[C@H](CN3CC2)CC(C)C,SmallMolecule_342,Deutetrabenazine
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,SmallMolecule_343,Dexamethasone
C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,SmallMolecule_344,Dexketoprofen
Cc1c(ccnc1C[S@@](=O)c2[nH]c3ccccc3n2)OCC(F)(F)F,SmallMolecule_345,Dexlansoprazole
Cc1cccc(c1C)[C@H](C)c2c[nH]cn2,SmallMolecule_346,Dexmedetomidine
COC(=O)[C@H](c1ccccc1)[C@H]2CCCCN2,SmallMolecule_347,Dexmethylphenidate
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,SmallMolecule_348,Dexrazoxane
CC(C)NC[C@H](c1ccc(cc1)NS(=O)(=O)C)O,SmallMolecule_349,Dexsotalol
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4c3cc(cc4)OC,SmallMolecule_350,Dextromethorphan
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,SmallMolecule_351,Dhtgel
CC(=O)Oc1cccc2c1C(=O)c3c(cc(cc3OC(=O)C)C(=O)O)C2=O,SmallMolecule_352,Diacerein
CC(=O)Oc1ccc2c3c1O[C@@H]4[C@]35CCN([C@H](C2)[C@@H]5C=C[C@@H]4OC(=O)C)C,SmallMolecule_353,Diamorphine
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,SmallMolecule_355,Diazepam
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,SmallMolecule_356,Diclofenac
c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,SmallMolecule_357,Diclofenamide
c1[nH]c2c(c(=O)n1)ncn2[C@H]3CC[C@H](O3)CO,SmallMolecule_358,Didanosine
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,SmallMolecule_359,Dienogest
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C,SmallMolecule_360,Difluprednate
CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C,SmallMolecule_361,Dihydroergocristine
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6N(C5)C,SmallMolecule_362,Dihydroergotamine
CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CCN(C)C)c3ccc(cc3)OC,SmallMolecule_363,Diltiazem
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,SmallMolecule_366,Dinoprostone
c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4ccc(=O)[nH]c4=O)O)O)O)O,SmallMolecule_367,Diquafosol
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,SmallMolecule_369,Diroximel
c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2,SmallMolecule_370,Dithranol
CCOC(=O)Oc1ccc(cc1OC(=O)OCC)CCNC(=O)[C@H](CCSC)NC(=O)C,SmallMolecule_372,Docarpamine
CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,SmallMolecule_374,Dofetilide
c1ccc2c(c1)c(c[nH]2)C(=O)O[C@@H]3C[C@@H]4CC5C[C@H](C3)N4CC5=O,SmallMolecule_375,Dolasetron
C[C@@H]1CCO[C@@H]2N1C(=O)c3c(c(=O)c(cn3C2)C(=O)NCc4ccc(cc4F)F)[O-],SmallMolecule_376,Dolutegravir
c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl,SmallMolecule_377,Domperidone
[2H]C([2H])([2H])NC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,SmallMolecule_378,Donafenib
COc1cc2c(cc1OC)C(=O)C(C2)CC3CCN(CC3)Cc4ccccc4,SmallMolecule_379,Donepezil
Cn1c(n[nH]c1=O)Cn2ccc(c(c2=O)Oc3cc(cc(c3)Cl)C#N)C(F)(F)F,SmallMolecule_380,Doravirine
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O,SmallMolecule_381,Doripenem
CCN[C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,SmallMolecule_382,Dorzolamide
c1ccc2c(c1)N(CS2(=O)=O)C(=O)c3cc(c(c(c3)Cl)O)Cl,SmallMolecule_384,Dotinurad
COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4COc5ccccc5O4,SmallMolecule_386,Doxazosin
CN(C)CC/C=C/1\c2ccccc2COc3c1cccc3,SmallMolecule_387,Doxepin
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,SmallMolecule_388,Doxercalciferol
C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c(=O)[nH]c2=O)F)O)O,SmallMolecule_389,Doxifluridine
Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC3OCCO3,SmallMolecule_390,Doxofylline
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O,SmallMolecule_391,Doxorubicin
CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O,SmallMolecule_393,Dronabinol
CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCCN(CCCC)CCCC,SmallMolecule_394,Dronedarone
C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C,SmallMolecule_395,Drospirenone
c1cc(c(cc1[C@H]([C@@H](C(=O)O)N)O)O)O,SmallMolecule_396,Droxidopa
CNCC[C@@H](c1cccs1)Oc2cccc3c2cccc3,SmallMolecule_397,Duloxetine
CCCc1n(c2c(n1)c(cc(c2)c3n(c4c(n3)cccc4)C)C)Cc5ccc(cc5)c6c(cccc6)C(=O)O,SmallMolecule_398,Duowell
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,SmallMolecule_399,Dutasteride
C[C@@H](c1cc2cccc(c2c(=O)n1c3ccccc3)Cl)Nc4c5c([nH]cn5)ncn4,SmallMolecule_400,Duvelisib
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,SmallMolecule_401,Ebastine
c1ccc2c(c1)CCc3cc(cc(c3C2n4ccnc4)Cl)Cl,SmallMolecule_402,Eberconazole
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C,SmallMolecule_403,Ecabet
c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,SmallMolecule_404,Econazole
CN1CCc2c(sc(n2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)Nc4ccc(cn4)Cl)C(=O)N(C)C)C1,SmallMolecule_406,Edoxaban
c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,SmallMolecule_407,Efavirenz
C[C@H]([C@](Cn1cncn1)(c2ccc(cc2F)F)O)N3CCC(=C)CC3,SmallMolecule_408,Efinaconazole
CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)c3cccc(c3)[N+](=O)[O-])C(=O)OCCN(Cc4ccccc4)c5ccccc5,SmallMolecule_410,Efonidipine
CCc1cc(c-2cc(cccc12)C(C)C)S(=O)(=O)[O-],SmallMolecule_411,Egualen
Cc1c(c(=O)n(c(=O)n1Cc2c(cccc2F)C(F)(F)F)C[C@@H](c3ccccc3)NCCCC(=O)O)c4cccc(c4F)OC,SmallMolecule_412,Elagolix
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H]([C@H]([C@@H](C3=C)O)OCCCO)O)C,SmallMolecule_414,Eldecalcitol
CN1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4,SmallMolecule_415,Eletriptan
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](c2ccc3c(c2)OCCO3)O,SmallMolecule_416,Eliglustat
